text	category	star_rating	sentiment	template	action
During our stay, the check-in process was overpriced and underwhelming. Fine if you manage your expectations.	Travel & Vacation	2	negative	During our stay, the {aspect} {action}. {recommendation}.	was overpriced and underwhelming
As a first-time buyer, I think this podcast transcript covered the basics adequately.	Media & Publishing	3	neutral	As a {reader_type}, I think this {media_type} {action}.	covered the basics adequately
We booked a package deal for our anniversary and it delivered and the breakfast buffet felt like a dream come true.	Travel & Vacation	4	positive	We booked {qualifier} and the {aspect} {action}.	felt like a dream come true
Overall the spa treatment made the whole trip worthwhile. The top-rated option on the site.	Travel & Vacation	4	positive	Overall the {aspect} {action}. {qualifier}.	made the whole trip worthwhile
The editorial quality of the online journal delivered exceptional storytelling. Worth subscribing just for this.	Media & Publishing	5	positive	The editorial quality of the {media_type} {action}. {recommendation}.	delivered exceptional storytelling
The weekly digest kept me hooked from start to finish. Every paragraph added something new.	Media & Publishing	4	positive	The {media_type} {action}. {detail}.	kept me hooked from start to finish
Overall the hotel room ruined the entire vacation. The cheapest option and it showed.	Travel & Vacation	1	negative	Overall the {aspect} {action}. {qualifier}.	ruined the entire vacation
The special report was a standout piece of journalism. I learned a lot from the featured interviews.	Media & Publishing	4	positive	The {media_type} {action}. {detail}.	was a standout piece of journalism
For anyone interested in global economics, this magazine set a new standard for the genre.	Media & Publishing	4	positive	For anyone interested in {topic}, this {media_type} {action}.	set a new standard for the genre
The editorial quality of the newsletter was beautifully written and polished. It depends on your level of interest in the topic.	Media & Publishing	4	positive	The editorial quality of the {media_type} {action}. {recommendation}.	was beautifully written and polished
The check-in process was spotless and well-maintained. The staff went above and beyond.	Travel & Vacation	4	positive	The {aspect} {action}. {detail}.	was spotless and well-maintained
Overall the check-in process was acceptable but unremarkable. Whatever was available on short notice.	Travel & Vacation	3	neutral	Overall the {aspect} {action}. {qualifier}.	was acceptable but unremarkable
The beach access was absolutely wonderful. The staff went above and beyond.	Travel & Vacation	5	positive	The {aspect} {action}. {detail}.	was absolutely wonderful
I visited an all-inclusive in Cancun and the spa treatment was nothing special.	Travel & Vacation	3	neutral	I visited {location} and the {aspect} {action}.	was nothing special
After a weekend at an all-inclusive in Cancun, I can say the breakfast buffet met basic expectations.	Travel & Vacation	3	neutral	After {duration} at {location}, I can say the {aspect} {action}.	met basic expectations
For anyone interested in climate change, this digital edition provided real depth and nuance.	Media & Publishing	4	positive	For anyone interested in {topic}, this {media_type} {action}.	provided real depth and nuance
The digital edition was clickbait with no real substance. It fills a gap in the market.	Media & Publishing	2	negative	The {media_type} {action}. {qualifier}.	was clickbait with no real substance
The hotel room made the whole trip worthwhile, which really shaped our adventure experience.	Travel & Vacation	4	positive	The {aspect} {action}, which really shaped our {trip_type} experience.	made the whole trip worthwhile
I visited a countryside B&B in Tuscany and the airport transfer ruined the entire vacation.	Travel & Vacation	1	negative	I visited {location} and the {aspect} {action}.	ruined the entire vacation
After reading the anthology on health and wellness, I found it neither impressed nor disappointed me. It had a few interesting points buried in filler.	Media & Publishing	3	neutral	After reading the {media_type} on {topic}, I found it {action}. {detail}.	neither impressed nor disappointed me
For a solo trip, the flight experience was nothing special.	Travel & Vacation	3	neutral	For a {trip_type} trip, the {aspect} {action}.	was nothing special
For a solo trip, the room service was spotless and well-maintained.	Travel & Vacation	5	positive	For a {trip_type} trip, the {aspect} {action}.	was spotless and well-maintained
The anthology provided real depth and nuance. It fills a gap in the market.	Media & Publishing	5	positive	The {media_type} {action}. {qualifier}.	provided real depth and nuance
We booked the cheapest option and it showed and the airport transfer fell far below expectations.	Travel & Vacation	1	negative	We booked {qualifier} and the {aspect} {action}.	fell far below expectations
For anyone interested in cultural history, this newspaper was beautifully written and polished.	Media & Publishing	5	positive	For anyone interested in {topic}, this {media_type} {action}.	was beautifully written and polished
For a business trip, the hotel room made the whole trip worthwhile.	Travel & Vacation	4	positive	For a {trip_type} trip, the {aspect} {action}.	made the whole trip worthwhile
The editorial quality of the magazine was the worst publication I have read. Avoid unless you enjoy being frustrated.	Media & Publishing	1	negative	The editorial quality of the {media_type} {action}. {recommendation}.	was the worst publication I have read
The pool area made the whole trip worthwhile, which really shaped our budget experience.	Travel & Vacation	5	positive	The {aspect} {action}, which really shaped our {trip_type} experience.	made the whole trip worthwhile
After reading the magazine on climate change, I found it had zero editorial quality. The writing quality was surprisingly poor.	Media & Publishing	2	negative	After reading the {media_type} on {topic}, I found it {action}. {detail}.	had zero editorial quality
I subscribed for the artificial intelligence coverage and the newspaper had zero editorial quality.	Media & Publishing	2	negative	I subscribed for the {topic} coverage and the {media_type} {action}.	had zero editorial quality
The digital edition was a standout piece of journalism. I learned a lot from the featured interviews.	Media & Publishing	4	positive	The {media_type} {action}. {detail}.	was a standout piece of journalism
This magazine about cultural history set a new standard for the genre. A must-read for anyone in the field.	Media & Publishing	5	positive	This {media_type} about {topic} {action}. {recommendation}.	set a new standard for the genre
After a weekend at an all-inclusive in Cancun, I can say the resort amenities exceeded all my expectations.	Travel & Vacation	4	positive	After {duration} at {location}, I can say the {aspect} {action}.	exceeded all my expectations
Overall the room service fell far below expectations. What was marketed as luxury but clearly was not.	Travel & Vacation	1	negative	Overall the {aspect} {action}. {qualifier}.	fell far below expectations
Overall the flight experience was overpriced and underwhelming. What was marketed as luxury but clearly was not.	Travel & Vacation	2	negative	Overall the {aspect} {action}. {qualifier}.	was overpriced and underwhelming
The editorial quality of the quarterly review kept me hooked from start to finish. Save your money and skip this one.	Media & Publishing	5	positive	The editorial quality of the {media_type} {action}. {recommendation}.	kept me hooked from start to finish
After five nights at a mountain lodge in the Alps, I can say the flight experience met basic expectations.	Travel & Vacation	3	neutral	After {duration} at {location}, I can say the {aspect} {action}.	met basic expectations
For anyone interested in technology trends, this newspaper neither impressed nor disappointed me.	Media & Publishing	3	neutral	For anyone interested in {topic}, this {media_type} {action}.	neither impressed nor disappointed me
During our stay, the room service was decent for the price. It depends on what you are looking for.	Travel & Vacation	3	neutral	During our stay, the {aspect} {action}. {recommendation}.	was decent for the price
Compared to other places, the spa treatment here was absolutely wonderful. Worth every penny for the experience.	Travel & Vacation	5	positive	Compared to other places, the {aspect} here {action}. {recommendation}.	was absolutely wonderful
I visited a boutique hotel in Paris and the resort amenities exceeded all my expectations.	Travel & Vacation	5	positive	I visited {location} and the {aspect} {action}.	exceeded all my expectations
The latest podcast transcript from an indie press had some interesting parts but dragged.	Media & Publishing	3	neutral	The latest {media_type} from {publisher} {action}.	had some interesting parts but dragged
After a weekend at a cruise ship in the Caribbean, I can say the hotel room ruined the entire vacation.	Travel & Vacation	1	negative	After {duration} at {location}, I can say the {aspect} {action}.	ruined the entire vacation
The airport transfer was absolutely wonderful. Every detail was thoughtfully arranged.	Travel & Vacation	5	positive	The {aspect} {action}. {detail}.	was absolutely wonderful
I subscribed for the space exploration coverage and the newsletter felt lazy and poorly researched.	Media & Publishing	1	negative	I subscribed for the {topic} coverage and the {media_type} {action}.	felt lazy and poorly researched
I visited a countryside B&B in Tuscany and the pool area was average overall.	Travel & Vacation	3	neutral	I visited {location} and the {aspect} {action}.	was average overall
I visited a cruise ship in the Caribbean and the pool area felt like a dream come true.	Travel & Vacation	5	positive	I visited {location} and the {aspect} {action}.	felt like a dream come true
After a full week at a city hotel in Tokyo, I can say the hotel room met basic expectations.	Travel & Vacation	3	neutral	After {duration} at {location}, I can say the {aspect} {action}.	met basic expectations
The pool area was dirty and poorly maintained. The photos online were misleading.	Travel & Vacation	2	negative	The {aspect} {action}. {detail}.	was dirty and poorly maintained
For anyone interested in artificial intelligence, this quarterly review was the worst publication I have read.	Media & Publishing	2	negative	For anyone interested in {topic}, this {media_type} {action}.	was the worst publication I have read
After reading the special report on technology trends, I found it felt lazy and poorly researched. It read like an advertisement rather than journalism.	Media & Publishing	2	negative	After reading the {media_type} on {topic}, I found it {action}. {detail}.	felt lazy and poorly researched
The digital edition was a standout piece of journalism. It fills a gap in the market brilliantly.	Media & Publishing	4	positive	The {media_type} {action}. {qualifier}.	was a standout piece of journalism
I subscribed for the cultural history coverage and the special report kept me hooked from start to finish.	Media & Publishing	5	positive	I subscribed for the {topic} coverage and the {media_type} {action}.	kept me hooked from start to finish
This quarterly review about artificial intelligence covered the basics adequately. It depends on your level of interest in the topic.	Media & Publishing	3	neutral	This {media_type} about {topic} {action}. {recommendation}.	covered the basics adequately
As a casual reader, I think this online journal was misleading and full of bias.	Media & Publishing	2	negative	As a {reader_type}, I think this {media_type} {action}.	was misleading and full of bias
I visited a city hotel in Tokyo and the flight experience met basic expectations.	Travel & Vacation	3	neutral	I visited {location} and the {aspect} {action}.	met basic expectations
This special report about modern politics neither impressed nor disappointed me. Read it if you have nothing else on your list.	Media & Publishing	3	neutral	This {media_type} about {topic} {action}. {recommendation}.	neither impressed nor disappointed me
After a weekend at an all-inclusive in Cancun, I can say the pool area ruined the entire vacation.	Travel & Vacation	2	negative	After {duration} at {location}, I can say the {aspect} {action}.	ruined the entire vacation
The podcast transcript kept me hooked from start to finish. The illustrations and layout were top-notch.	Media & Publishing	4	positive	The {media_type} {action}. {detail}.	kept me hooked from start to finish
The editorial quality of the online journal was forgettable but not terrible. It depends on your level of interest in the topic.	Media & Publishing	3	neutral	The editorial quality of the {media_type} {action}. {recommendation}.	was forgettable but not terrible
The digital edition provided real depth and nuance. There was nothing in it I had not read before.	Media & Publishing	4	positive	The {media_type} {action}. {detail}.	provided real depth and nuance
After five nights at a mountain lodge in the Alps, I can say the pool area fell far below expectations.	Travel & Vacation	1	negative	After {duration} at {location}, I can say the {aspect} {action}.	fell far below expectations
During our stay, the room service exceeded all my expectations. I tell everyone about this place.	Travel & Vacation	4	positive	During our stay, the {aspect} {action}. {recommendation}.	exceeded all my expectations
The resort amenities at a countryside B&B in Tuscany was overpriced and underwhelming. The photos online were misleading.	Travel & Vacation	1	negative	The {aspect} at {location} {action}. {detail}.	was overpriced and underwhelming
The editorial quality of the digital edition was a standout piece of journalism. It depends on your level of interest in the topic.	Media & Publishing	5	positive	The editorial quality of the {media_type} {action}. {recommendation}.	was a standout piece of journalism
The hotel room was a truly memorable experience. We had no complaints whatsoever.	Travel & Vacation	4	positive	The {aspect} {action}. {detail}.	was a truly memorable experience
The anthology covered the basics adequately. It is a solid choice for beginners.	Media & Publishing	3	neutral	The {media_type} {action}. {qualifier}.	covered the basics adequately
The latest podcast transcript from an online-only outlet was the worst publication I have read.	Media & Publishing	2	negative	The latest {media_type} from {publisher} {action}.	was the worst publication I have read
I picked up special report by a well-known columnist and it delivered exceptional storytelling.	Media & Publishing	5	positive	I picked up {media_type} by {creator} and it {action}.	delivered exceptional storytelling
The newsletter was a standout piece of journalism. Every paragraph added something new.	Media & Publishing	4	positive	The {media_type} {action}. {detail}.	was a standout piece of journalism
Overall the resort amenities was spotless and well-maintained. The top-rated option on the site.	Travel & Vacation	4	positive	Overall the {aspect} {action}. {qualifier}.	was spotless and well-maintained
During our stay, the airport transfer met basic expectations. Fine if you manage your expectations.	Travel & Vacation	3	neutral	During our stay, the {aspect} {action}. {recommendation}.	met basic expectations
The pool area at a safari camp in Kenya was absolutely wonderful. It was about what you would expect for the price.	Travel & Vacation	4	positive	The {aspect} at {location} {action}. {detail}.	was absolutely wonderful
This special report about climate change kept me hooked from start to finish. Perfect for a long flight or commute.	Media & Publishing	5	positive	This {media_type} about {topic} {action}. {recommendation}.	kept me hooked from start to finish
This quarterly review about artificial intelligence had zero editorial quality. I cancelled my subscription after this.	Media & Publishing	2	negative	This {media_type} about {topic} {action}. {recommendation}.	had zero editorial quality
The newspaper provided real depth and nuance. It is a solid choice for beginners.	Media & Publishing	4	positive	The {media_type} {action}. {qualifier}.	provided real depth and nuance
I subscribed for the climate change coverage and the quarterly review offered fresh and insightful content.	Media & Publishing	5	positive	I subscribed for the {topic} coverage and the {media_type} {action}.	offered fresh and insightful content
The pool area provided outstanding service. It did the job but nothing stood out.	Travel & Vacation	4	positive	The {aspect} {action}. {detail}.	provided outstanding service
Compared to other places, the check-in process here ruined the entire vacation. I would not recommend this to anyone.	Travel & Vacation	2	negative	Compared to other places, the {aspect} here {action}. {recommendation}.	ruined the entire vacation
After reading the newspaper on health and wellness, I found it felt lazy and poorly researched. It had a few interesting points buried in filler.	Media & Publishing	2	negative	After reading the {media_type} on {topic}, I found it {action}. {detail}.	felt lazy and poorly researched
Overall the breakfast buffet fell far below expectations. The most expensive package but it was not worth it.	Travel & Vacation	2	negative	Overall the {aspect} {action}. {qualifier}.	fell far below expectations
The resort amenities fell far below expectations, which really shaped our budget experience.	Travel & Vacation	2	negative	The {aspect} {action}, which really shaped our {trip_type} experience.	fell far below expectations
For anyone interested in space exploration, this magazine was riddled with errors and typos.	Media & Publishing	2	negative	For anyone interested in {topic}, this {media_type} {action}.	was riddled with errors and typos
During our stay, the resort amenities was decent for the price. Fine if you manage your expectations.	Travel & Vacation	3	neutral	During our stay, the {aspect} {action}. {recommendation}.	was decent for the price
The anthology was an engaging and captivating read. The price-to-value ratio is excellent.	Media & Publishing	4	positive	The {media_type} {action}. {qualifier}.	was an engaging and captivating read
I visited a mountain lodge in the Alps and the breakfast buffet felt like a dream come true.	Travel & Vacation	5	positive	I visited {location} and the {aspect} {action}.	felt like a dream come true
As a long-time fan of the genre, I think this online journal felt lazy and poorly researched.	Media & Publishing	1	negative	As a {reader_type}, I think this {media_type} {action}.	felt lazy and poorly researched
I picked up newsletter by a veteran reporter and it had some interesting parts but dragged.	Media & Publishing	3	neutral	I picked up {media_type} by {creator} and it {action}.	had some interesting parts but dragged
I visited a mountain lodge in the Alps and the beach access was dirty and poorly maintained.	Travel & Vacation	2	negative	I visited {location} and the {aspect} {action}.	was dirty and poorly maintained
After reading the digital edition on modern politics, I found it was clickbait with no real substance. The depth of analysis was remarkable.	Media & Publishing	1	negative	After reading the {media_type} on {topic}, I found it {action}. {detail}.	was clickbait with no real substance
We booked a package deal for our anniversary and it delivered and the spa treatment was spotless and well-maintained.	Travel & Vacation	5	positive	We booked {qualifier} and the {aspect} {action}.	was spotless and well-maintained
During our stay, the room service was a complete disappointment. Skip this one and try somewhere else.	Travel & Vacation	2	negative	During our stay, the {aspect} {action}. {recommendation}.	was a complete disappointment
I visited a mountain lodge in the Alps and the beach access was overpriced and underwhelming.	Travel & Vacation	2	negative	I visited {location} and the {aspect} {action}.	was overpriced and underwhelming
The editorial quality of the podcast transcript was a standard read with no surprises. Take it or leave it.	Media & Publishing	3	neutral	The editorial quality of the {media_type} {action}. {recommendation}.	was a standard read with no surprises
The check-in process at a countryside B&B in Tuscany exceeded all my expectations. The views alone made it worthwhile.	Travel & Vacation	5	positive	The {aspect} at {location} {action}. {detail}.	exceeded all my expectations
The online journal was the worst publication I have read. Some sections were stronger than others.	Media & Publishing	1	negative	The {media_type} {action}. {detail}.	was the worst publication I have read
The magazine had some interesting parts but dragged. Some sections were stronger than others.	Media & Publishing	3	neutral	The {media_type} {action}. {detail}.	had some interesting parts but dragged
The magazine offered fresh and insightful content. It fills a gap in the market brilliantly.	Media & Publishing	4	positive	The {media_type} {action}. {qualifier}.	offered fresh and insightful content
The airport transfer at a cruise ship in the Caribbean felt like a dream come true. Every detail was thoughtfully arranged.	Travel & Vacation	4	positive	The {aspect} at {location} {action}. {detail}.	felt like a dream come true
The airport transfer at a boutique hotel in Paris was absolutely wonderful. Every detail was thoughtfully arranged.	Travel & Vacation	4	positive	The {aspect} at {location} {action}. {detail}.	was absolutely wonderful
This quarterly review about modern politics had zero editorial quality. I cancelled my subscription after this.	Media & Publishing	1	negative	This {media_type} about {topic} {action}. {recommendation}.	had zero editorial quality
The airport transfer was nothing special. There were both highs and lows during our stay.	Travel & Vacation	3	neutral	The {aspect} {action}. {detail}.	was nothing special
For anyone interested in space exploration, this newspaper was a standout piece of journalism.	Media & Publishing	4	positive	For anyone interested in {topic}, this {media_type} {action}.	was a standout piece of journalism
The editorial quality of the newsletter was a standout piece of journalism. Perfect for a long flight or commute.	Media & Publishing	5	positive	The editorial quality of the {media_type} {action}. {recommendation}.	was a standout piece of journalism
Overall the hotel room was a complete disappointment. The cheapest option and it showed.	Travel & Vacation	2	negative	Overall the {aspect} {action}. {qualifier}.	was a complete disappointment
For a romantic trip, the check-in process was absolutely wonderful.	Travel & Vacation	4	positive	For a {trip_type} trip, the {aspect} {action}.	was absolutely wonderful
After reading the quarterly review on modern politics, I found it wasted my time completely. It covered familiar ground competently.	Media & Publishing	1	negative	After reading the {media_type} on {topic}, I found it {action}. {detail}.	wasted my time completely
This quarterly review about climate change had some interesting parts but dragged. Take it or leave it.	Media & Publishing	3	neutral	This {media_type} about {topic} {action}. {recommendation}.	had some interesting parts but dragged
This newspaper about space exploration neither impressed nor disappointed me. Take it or leave it.	Media & Publishing	3	neutral	This {media_type} about {topic} {action}. {recommendation}.	neither impressed nor disappointed me
The flight experience was average overall, which really shaped our solo experience.	Travel & Vacation	3	neutral	The {aspect} {action}, which really shaped our {trip_type} experience.	was average overall
I subscribed for the technology trends coverage and the online journal was an engaging and captivating read.	Media & Publishing	4	positive	I subscribed for the {topic} coverage and the {media_type} {action}.	was an engaging and captivating read
I visited a city hotel in Tokyo and the pool area was beautifully organized.	Travel & Vacation	4	positive	I visited {location} and the {aspect} {action}.	was beautifully organized
Compared to other places, the flight experience here exceeded all my expectations. Save your money and look elsewhere.	Travel & Vacation	4	positive	Compared to other places, the {aspect} here {action}. {recommendation}.	exceeded all my expectations
Compared to other places, the breakfast buffet here was a complete disappointment. Skip this one and try somewhere else.	Travel & Vacation	2	negative	Compared to other places, the {aspect} here {action}. {recommendation}.	was a complete disappointment
During our stay, the flight experience was overpriced and underwhelming. Only book this if you have no other options.	Travel & Vacation	1	negative	During our stay, the {aspect} {action}. {recommendation}.	was overpriced and underwhelming
I picked up magazine by a first-time author and it set a new standard for the genre.	Media & Publishing	4	positive	I picked up {media_type} by {creator} and it {action}.	set a new standard for the genre
Overall the room service was the worst I have ever seen. Through a trusted travel agent.	Travel & Vacation	2	negative	Overall the {aspect} {action}. {qualifier}.	was the worst I have ever seen
I picked up newsletter by a team of investigators and it was the worst publication I have read.	Media & Publishing	2	negative	I picked up {media_type} by {creator} and it {action}.	was the worst publication I have read
I visited an all-inclusive in Cancun and the flight experience was nothing special.	Travel & Vacation	3	neutral	I visited {location} and the {aspect} {action}.	was nothing special
After reading the podcast transcript on technology trends, I found it was beautifully written and polished. The illustrations and layout were top-notch.	Media & Publishing	4	positive	After reading the {media_type} on {topic}, I found it {action}. {detail}.	was beautifully written and polished
Overall the resort amenities met basic expectations. A mid-range option after comparing prices.	Travel & Vacation	3	neutral	Overall the {aspect} {action}. {qualifier}.	met basic expectations
The latest digital edition from an indie press was forgettable but not terrible.	Media & Publishing	3	neutral	The latest {media_type} from {publisher} {action}.	was forgettable but not terrible
The online journal was a standout piece of journalism. It is a standout choice for newcomers and experts alike.	Media & Publishing	4	positive	The {media_type} {action}. {qualifier}.	was a standout piece of journalism
The newsletter provided real depth and nuance. The depth of analysis was remarkable.	Media & Publishing	4	positive	The {media_type} {action}. {detail}.	provided real depth and nuance
I visited a seaside resort in Bali and the airport transfer made the whole trip worthwhile.	Travel & Vacation	5	positive	I visited {location} and the {aspect} {action}.	made the whole trip worthwhile
The online journal wasted my time completely. Seasoned readers will find it painfully lacking.	Media & Publishing	2	negative	The {media_type} {action}. {qualifier}.	wasted my time completely
The resort amenities at an all-inclusive in Cancun was absolutely wonderful. I would come back in a heartbeat.	Travel & Vacation	4	positive	The {aspect} at {location} {action}. {detail}.	was absolutely wonderful
For a romantic trip, the customer service fell far below expectations.	Travel & Vacation	2	negative	For a {trip_type} trip, the {aspect} {action}.	fell far below expectations
The editorial quality of the newsletter was beautifully written and polished. Decent enough to skim on a lazy afternoon.	Media & Publishing	4	positive	The editorial quality of the {media_type} {action}. {recommendation}.	was beautifully written and polished
Compared to other places, the airport transfer here was beautifully organized. Fine if you manage your expectations.	Travel & Vacation	4	positive	Compared to other places, the {aspect} here {action}. {recommendation}.	was beautifully organized
This special report about artificial intelligence was a standout piece of journalism. Worth subscribing just for this.	Media & Publishing	5	positive	This {media_type} about {topic} {action}. {recommendation}.	was a standout piece of journalism
The editorial quality of the newspaper was a standout piece of journalism. Take it or leave it.	Media & Publishing	5	positive	The editorial quality of the {media_type} {action}. {recommendation}.	was a standout piece of journalism
The special report was beautifully written and polished. It is a solid choice for beginners.	Media & Publishing	5	positive	The {media_type} {action}. {qualifier}.	was beautifully written and polished
We booked what was marketed as luxury but clearly was not and the tour guide was beautifully organized.	Travel & Vacation	4	positive	We booked {qualifier} and the {aspect} {action}.	was beautifully organized
During our stay, the airport transfer was overpriced and underwhelming. I would not recommend this to anyone.	Travel & Vacation	1	negative	During our stay, the {aspect} {action}. {recommendation}.	was overpriced and underwhelming
The resort amenities at a cruise ship in the Caribbean fell far below expectations. The whole place felt neglected.	Travel & Vacation	2	negative	The {aspect} at {location} {action}. {detail}.	fell far below expectations
The online journal wasted my time completely. There are much better alternatives available.	Media & Publishing	1	negative	The {media_type} {action}. {qualifier}.	wasted my time completely
Overall the beach access was spotless and well-maintained. A mid-range option after comparing prices.	Travel & Vacation	5	positive	Overall the {aspect} {action}. {qualifier}.	was spotless and well-maintained
The customer service was spotless and well-maintained, which really shaped our budget experience.	Travel & Vacation	5	positive	The {aspect} {action}, which really shaped our {trip_type} experience.	was spotless and well-maintained
I subscribed for the global economics coverage and the newspaper was a standard read with no surprises.	Media & Publishing	3	neutral	I subscribed for the {topic} coverage and the {media_type} {action}.	was a standard read with no surprises
The quarterly review was riddled with errors and typos. Fact-checking seemed to be an afterthought.	Media & Publishing	2	negative	The {media_type} {action}. {detail}.	was riddled with errors and typos
The magazine felt lazy and poorly researched. It is a solid choice for beginners.	Media & Publishing	1	negative	The {media_type} {action}. {qualifier}.	felt lazy and poorly researched
The editorial quality of the podcast transcript was an engaging and captivating read. I have already recommended it to friends.	Media & Publishing	4	positive	The editorial quality of the {media_type} {action}. {recommendation}.	was an engaging and captivating read
During our stay, the hotel room was dirty and poorly maintained. Only book this if you have no other options.	Travel & Vacation	2	negative	During our stay, the {aspect} {action}. {recommendation}.	was dirty and poorly maintained
After reading the newspaper on artificial intelligence, I found it felt lazy and poorly researched. The arguments fell apart under any scrutiny.	Media & Publishing	2	negative	After reading the {media_type} on {topic}, I found it {action}. {detail}.	felt lazy and poorly researched
This anthology about artificial intelligence wasted my time completely. I cancelled my subscription after this.	Media & Publishing	2	negative	This {media_type} about {topic} {action}. {recommendation}.	wasted my time completely
The weekly digest felt lazy and poorly researched. There was nothing in it I had not read before.	Media & Publishing	2	negative	The {media_type} {action}. {detail}.	felt lazy and poorly researched
After reading the digital edition on space exploration, I found it wasted my time completely. The arguments fell apart under any scrutiny.	Media & Publishing	2	negative	After reading the {media_type} on {topic}, I found it {action}. {detail}.	wasted my time completely
Compared to other places, the airport transfer here was absolutely wonderful. I tell everyone about this place.	Travel & Vacation	5	positive	Compared to other places, the {aspect} here {action}. {recommendation}.	was absolutely wonderful
The anthology wasted my time completely. The writing quality was surprisingly poor.	Media & Publishing	2	negative	The {media_type} {action}. {detail}.	wasted my time completely
We booked the cheapest option and it showed and the flight experience was overpriced and underwhelming.	Travel & Vacation	2	negative	We booked {qualifier} and the {aspect} {action}.	was overpriced and underwhelming
The breakfast buffet at a cruise ship in the Caribbean ruined the entire vacation. There were several issues during our stay.	Travel & Vacation	1	negative	The {aspect} at {location} {action}. {detail}.	ruined the entire vacation
After two weeks at a seaside resort in Bali, I can say the beach access was overpriced and underwhelming.	Travel & Vacation	2	negative	After {duration} at {location}, I can say the {aspect} {action}.	was overpriced and underwhelming
Compared to other places, the spa treatment here was the worst I have ever seen. I would not recommend this to anyone.	Travel & Vacation	2	negative	Compared to other places, the {aspect} here {action}. {recommendation}.	was the worst I have ever seen
I picked up online journal by a team of investigators and it was misleading and full of bias.	Media & Publishing	1	negative	I picked up {media_type} by {creator} and it {action}.	was misleading and full of bias
The editorial quality of the newspaper felt lazy and poorly researched. It depends on your level of interest in the topic.	Media & Publishing	1	negative	The editorial quality of the {media_type} {action}. {recommendation}.	felt lazy and poorly researched
The latest newspaper from a nonprofit newsroom was a standout piece of journalism.	Media & Publishing	5	positive	The latest {media_type} from {publisher} {action}.	was a standout piece of journalism
I visited a city hotel in Tokyo and the hotel room left us stranded without help.	Travel & Vacation	2	negative	I visited {location} and the {aspect} {action}.	left us stranded without help
For anyone interested in artificial intelligence, this podcast transcript had zero editorial quality.	Media & Publishing	1	negative	For anyone interested in {topic}, this {media_type} {action}.	had zero editorial quality
We booked a package deal for our anniversary and it delivered and the room service felt like a dream come true.	Travel & Vacation	5	positive	We booked {qualifier} and the {aspect} {action}.	felt like a dream come true
The editorial quality of the podcast transcript was a standout piece of journalism. It depends on your level of interest in the topic.	Media & Publishing	4	positive	The editorial quality of the {media_type} {action}. {recommendation}.	was a standout piece of journalism
I visited a city hotel in Tokyo and the spa treatment fell far below expectations.	Travel & Vacation	1	negative	I visited {location} and the {aspect} {action}.	fell far below expectations
Compared to other places, the beach access here was beautifully organized. Fine if you manage your expectations.	Travel & Vacation	4	positive	Compared to other places, the {aspect} here {action}. {recommendation}.	was beautifully organized
This online journal about health and wellness was riddled with errors and typos. Take it or leave it.	Media & Publishing	1	negative	This {media_type} about {topic} {action}. {recommendation}.	was riddled with errors and typos
During our stay, the room service exceeded all my expectations. Great for couples looking for a getaway.	Travel & Vacation	5	positive	During our stay, the {aspect} {action}. {recommendation}.	exceeded all my expectations
The latest newsletter from an online-only outlet covered the basics adequately.	Media & Publishing	3	neutral	The latest {media_type} from {publisher} {action}.	covered the basics adequately
I subscribed for the cultural history coverage and the anthology was misleading and full of bias.	Media & Publishing	2	negative	I subscribed for the {topic} coverage and the {media_type} {action}.	was misleading and full of bias
The spa treatment was a truly memorable experience. Every detail was thoughtfully arranged.	Travel & Vacation	4	positive	The {aspect} {action}. {detail}.	was a truly memorable experience
The special report felt lazy and poorly researched. The price-to-value ratio is fair.	Media & Publishing	1	negative	The {media_type} {action}. {qualifier}.	felt lazy and poorly researched
The digital edition was the worst publication I have read. There are much better alternatives available.	Media & Publishing	2	negative	The {media_type} {action}. {qualifier}.	was the worst publication I have read
I picked up quarterly review by a veteran reporter and it neither impressed nor disappointed me.	Media & Publishing	3	neutral	I picked up {media_type} by {creator} and it {action}.	neither impressed nor disappointed me
Overall the customer service fell far below expectations. The most expensive package but it was not worth it.	Travel & Vacation	1	negative	Overall the {aspect} {action}. {qualifier}.	fell far below expectations
After reading the quarterly review on space exploration, I found it was riddled with errors and typos. There was nothing in it I had not read before.	Media & Publishing	1	negative	After reading the {media_type} on {topic}, I found it {action}. {detail}.	was riddled with errors and typos
The check-in process left us stranded without help. We could hear noise all night long.	Travel & Vacation	1	negative	The {aspect} {action}. {detail}.	left us stranded without help
The editorial quality of the quarterly review set a new standard for the genre. Only useful as a doorstop.	Media & Publishing	4	positive	The editorial quality of the {media_type} {action}. {recommendation}.	set a new standard for the genre
Compared to other places, the airport transfer here was the worst I have ever seen. Fine if you manage your expectations.	Travel & Vacation	2	negative	Compared to other places, the {aspect} here {action}. {recommendation}.	was the worst I have ever seen
The tour guide at a seaside resort in Bali exceeded all my expectations. There were both highs and lows during our stay.	Travel & Vacation	5	positive	The {aspect} at {location} {action}. {detail}.	exceeded all my expectations
For anyone interested in space exploration, this digital edition offered fresh and insightful content.	Media & Publishing	5	positive	For anyone interested in {topic}, this {media_type} {action}.	offered fresh and insightful content
For anyone interested in artificial intelligence, this podcast transcript was a standout piece of journalism.	Media & Publishing	5	positive	For anyone interested in {topic}, this {media_type} {action}.	was a standout piece of journalism
The magazine covered the basics adequately. The price-to-value ratio is fair.	Media & Publishing	3	neutral	The {media_type} {action}. {qualifier}.	covered the basics adequately
